2,195865069
3,8350651
4,1027519
5,252802
6,64263
7,27134
8,11927
9,6911
10,3992
11,2936
12,1983
13,1490
14,1101
15,916
16,729
17,576
18,513
19,434
20,352
21,300
22,267
23,215
24,231
25,200
26,192
27,147
28,124
29,153
30,141
31,122
32,101
33,73
34,69
35,80
36,69
37,50
38,57
39,62
40,64
41,46
42,50
43,55
44,34
45,34
46,25
47,31
48,38
49,38
50,28
51,29
52,37
53,24
54,27
55,23
56,27
57,29
58,26
59,36
60,25
61,27
62,24
63,12
64,23
65,15
66,10
67,8
68,16
69,9
70,14
71,13
72,12
73,19
74,13
75,21
76,13
77,16
78,9
79,12
80,7
81,9
82,8
83,11
84,9
85,7
86,7
87,14
88,6
89,8
90,6
91,5
92,7
93,6
94,15
95,6
96,5
97,9
98,9
99,7
100,7
101,6
102,10
103,5
104,7
105,6
106,6
107,5
108,3
109,7
110,5
111,3
112,7
113,2
114,5
115,6
116,7
117,2
118,7
119,7
120,6
121,3
122,3
123,7
124,3
125,9
126,2
127,6
128,2
129,1
130,4
131,4
132,4
133,6
134,3
135,1
136,4
137,2
138,2
139,3
140,3
141,6
142,1
143,5
144,5
145,4
146,2
148,2
149,2
150,1
151,2
152,1
153,3
154,2
155,5
156,1
157,2
158,3
161,2
162,3
163,1
164,3
165,3
166,3
167,3
168,5
169,1
171,2
172,1
173,4
174,4
175,4
176,1
177,1
178,1
180,2
181,2
182,4
183,1
184,2
185,1
186,1
187,2
188,1
191,2
193,1
194,2
195,2
196,1
197,1
198,3
199,1
200,2
202,3
203,2
206,1
209,1
210,1
211,5
212,2
213,1
214,1
215,2
216,1
217,1
218,2
219,1
220,1
221,2
224,2
225,1
226,1
227,2
230,3
233,1
234,2
235,1
238,1
239,3
240,3
241,1
243,1
244,1
246,1
247,2
248,1
249,1
251,1
252,2
253,2
256,2
257,1
258,2
262,2
263,1
265,1
266,1
267,2
270,2
271,1
272,2
273,1
274,1
275,1
276,1
277,1
278,1
279,1
285,1
286,1
288,1
289,1
291,1
292,1
295,2
296,2
299,1
300,2
306,1
308,1
309,2
313,1
315,1
317,1
319,1
320,3
324,1
327,1
332,2
333,1
335,1
336,1
339,1
340,1
341,1
342,1
343,1
344,1
351,2
352,1
353,1
354,1
355,2
357,1
361,1
362,1
363,1
365,1
367,1
369,1
371,1
372,1
377,1
385,3
386,2
389,1
390,1
392,2
393,2
398,1
403,1
407,1
409,1
415,1
417,1
428,1
429,1
431,1
435,1
441,1
447,1
448,1
459,1
461,1
468,1
469,1
481,1
486,1
491,1
496,1
497,1
500,1
502,1
508,1
521,1
527,1
535,2
543,1
545,1
549,1
557,1
558,1
569,1
571,1
573,1
581,1
588,1
594,1
597,1
604,1
605,1
646,1
648,1
651,1
655,1
659,2
682,1
738,1
739,1
757,1
772,1
782,1
784,1
857,1
858,1
882,1
915,1
932,1
939,1
940,1
1053,1
1067,1
1084,1
1096,1
1186,1
1252,1
1294,1
1296,1
1310,1
1377,1
1529,1
1558,1
1706,1
1770,1
1821,1
1946,1
2010,1
2031,1
2144,1
2229,1
2280,1
2316,1
2322,1
2593,1
2808,1
2890,1
3850,1
4690,1
4971,1
4983,1
